name,ingredients,effect,dosage,caution,nation,image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덴드리스캡슐,"	리소짐염산염,아스코르브산,토코페롤아세테이트 2배산,카르바조크롬","치주치료 후 치은염, 경·중등도 치주염의 보조치료에 사용","성인은 1회 1캡슐, 1일 3회 식후에 복용","15세 미만 소아, 갈락토오스 불내성, Lapp 유당분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적인 문제가 있는 환자는 이 약을 복용하지 마십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덴스민캡슐,"리소짐염산염,아스코르브산,토코페롤아세테이트 2배산,카르바조크롬","치주치료 후 치은염, 경·중등도 치주염의 보조치료에 사용","성인은 1회 1캡슐, 1일 3회 식후에 복용","15세 미만의 소아, 갈락토오스 불내성, Lapp 유당분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적인 문제가 있는 환자는 이 약을 복용하지 마십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"	덴카바캡슐","	리소짐염산염,토코페롤아세테이트 2배산,카르바조크롬,아스코르브산과립",,"성인은 1회 1캡슐, 1일 3회 식후에 복용","15세 미만 소아는 이 약을 복용하지 마십시오.

이 약을 복용하기 전에 이 약에 과민증 환자, 화장품 또는 달걀에 과민증(발열, 발진, 관절통, 천식, 가려움 등) 경험자, 알레르기 체질인 사람은 의사 또는 약사와 상의하십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덴타민캡슐,"리소짐염산염,아스코르브산,토코페롤아세테이트 2배산,카르바조크롬"," 치주치료 후 치은염, 경·중등도 치주염의 보조치료에 사용","성인은 1회 1캡슐, 1일 3회 식후에 복용","15세 미만의 소아, 갈락토오스 불내성, Lapp 유당분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적인 문제가 있는 환자는 이 약을 복용하지 마십시오.

이 약을 복용하기 전에 이 약에 과민증 환자, 화장품 또는 달걀에 과민증(발열, 발진, 관절통, 천식, 가려움 등) 경험자, 알레르기 체질인 사람은 의사 또는 약사와 상의하십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덴타씨포르테캡슐,"	리소짐염산염,아스코르브산,토코페롤아세테이트 2배산,카르바조크롬"," 치주치료 후 치은염, 경·중등도 치주염의 보조치료에 사용","성인은 1회 1캡슐, 1일 3회 식후에 복용","15세 미만의 소아, 갈락토오스 불내성, Lapp 유당분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적인 문제가 있는 환자는 이 약을 복용하지 마십시오.

이 약을 복용하기 전에 이 약에 과민증 환자, 화장품 또는 달걀에 과민증(발열, 발진, 관절통, 천식, 가려움 등) 경험자, 알레르기 체질인 사람은 의사 또는 약사와 상의하십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
도브콜정,"클로르페니라민말레산염,수도에페드린염산염,아세트아미노펜","감기의 여러 증상(콧물, 코막힘, 재채기, 인후통, 오한, 발열, 두통, 관절통, 근육통)의 완화에 사용","성인은 1회 1~2정씩 4∼6시간마다 복용합니다.

1일 최대 8정을 초과하여 복용하지 마십시오.","과민증 및 경험자, 다른 해열진통제, 감기약 복용 시 천식 경험자, 만 3개월 미만의 영아, MAO억제제(항우울제, 항정신병제, 감정조절제, 항파킨슨제 등)를 복용하고 있거나 복용을 중단한 후 2주 이내의 사람, 소화성궤양, 심한 혈액이상, 심한 간장애, 심한 신장장애, 심한 심장기능저하 환자, 알코올을 복용한 사람은 이 약을 복용하지 마십시오",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"	동화덴스톨캡슐","	리소짐염산염,아스코르브산,토코페롤아세테이트 2배산,카르바조크롬","치주치료 후 치은염, 경·중등도 치주염의 보조치료에 사용","성인은 1회 1캡슐, 1일 3회 식후에 복용","15세 미만 소아, 갈락토오스 불내성, Lapp 유당분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적인 문제가 있는 환자는 이 약을 복용하지 마십시오.

이 약을 복용하기 전에 약 및 화장품에 알레르기 증상(발진, 발적, 가려움 등) 경험자, 달걀에 알레르기 증상(발열, 발진, 관절통, 천식, 가려움 등) 경험자, 알레르기 체질인 사람, 황색5호에 과민증 환자 또는 경험자는 의사 또는 약사와 상의하십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"	두리방연질캡슐","마늘유,토코페롤","말초혈행장애로 인한 어깨ᆞ목결림, 수족저림ᆞ수족냉증(손발이 차가움) 증상의 완화에 사용","성인은 1회 1캡슐씩, 1일 3회 식후에 복용","이 약에 과민증 환자는 이 약을 복용하지 마십시오.

이 약을 복용하기 전에 임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부, 혈전성 소인이 있는 환자, 황색4호에 과민증 환자 또는 경험자는 의사 또는 약사와 상의하십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
두스카정,"수산화마그네슘,노회엑스,우르소데옥시콜산","식욕부진(식욕감퇴), 복부팽만, 장내 이상발효, 치질에 사용","1회 1정을 성인(만 15세 이상)은 1일 3회, 식전, 식사때와 식사때 사이 또는 식후에 복용합
복용간격은 4시간 이상
다만 초회는 최고량을 복용하고 변의 모양과 상태를 보면서 조금씩 증량 또는 감량","급성 복부질환(맹장꼬리염, 장출혈, 궤양성 결장염 등), 장폐색(창자막힘) 환자, 만 7세 이하의 어린이는 이 약을 복용하지 마십시오.

이 약을 복용하기 전에 심한 복통, 구역, 구토, 임부 또는 임신하고 있을 가능성이 있는 여성, 신장장애, 직장의 출혈 혹은 장부전 경험자는 의사 또는 약사와 상의하십시오",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"	듀오그린정","	도큐세이트나트륨,Tinnevelly 센나열매가루,비사코딜,센나엽가루","변비와 변비에 수반하는 머리가 무거움, 역상, 피부거침, 부스럼, 식욕부진(식욕감퇴), 복부(배부분)팽만, 장내이상발효, 치질의 완화에 사용","15세 이상 및 성인은 1회 1~3정을 1일 1회 취침전(또는 공복(빈 속)시)에 복용합니다.

단, 처음은 최소량을 이용하고, 변통의 비율이나 상태를 보면서 조금씩 증량 또는 감량","갈락토오스 불내성, Lapp 유당분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적인 문제가 있는 환자는 이 약을 복용하지 마십시오.

이 약을 복용하기 전에 심한 복통(배 아픔) 또는 구역, 구토, 황색4호에 과민증 환자 또는 경험자, 임부 또는 임신하고 있을 가능성이 있는 여성은 의사 또는 약사와 상의하십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
드리메이드정,"알긴산,카르복시메틸셀룰로오스나트륨",음식물 섭취 감소를 통한 체중감량의 보조요법으로 사용,"1회 2정씩 1일 3회 식전에 복용하고 필요에 따라서는 취침전에 추가로 2정 복용 가능, 권장량을 최소 3~4주간 복용할 것이 권장","과민증 환자, 유소아는 이 약을 복용하지 마십시오. 이 약을 복용하기 전에 임부 및 수유부, 소화기장애 환자는 의사 또는 약사와 상의하십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"	디맥트리플정","농축콜레칼시페롤과립,산화아연,산화마그네슘","임신·수유기, 발육기, 노년기의 비타민 D의 보급과 뼈, 이의 발육불량, 구루병의 예방과 아연의 보급에 사용","12세 이상 및 성인은 1회 1정, 1일 1회 복용","이 약에 과민증 환자, 만 12개월 미만의 젖먹이, 고칼슘혈증(혈액중에 칼슘이 과잉으로 존재하는 상태), 유육종증(원인을 알 수 없는 전신 염증질환), 신장질환, 신장결석, 심한 증상의 신부전, 갈락토오스 불내성, Lapp 유당분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적인 문제가 있는 환자는 이 약을 복용하지 마십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디아로펜캡슐,"아크리놀수화물,베르베린염화물수화물,엔테로코쿠스페칼리스 F-100균,로페라미드염산염","설사, 묽은 변, 식체(체함), 토사에 사용","15세 이상 및 성인은 1회 2캡슐을 1일 2회 복용합니다.

복용간격은 4시간 이상으로 합니다","이 약에 과민증 환자, 임부 또는 임신할 가능성이 있는 여성 및 수유부, 만 15세 미만의 소아, 갈락토오스 불내성, Lapp 유당분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적인 문제가 있는 환자는 이 약을 복용하지 마십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디어미정,"에티닐에스트라디올,게스토덴",피임에 사용,"1일 1정씩 21일간 표시된 순서에 따라 복용하고, 7일간 휴약합니다.

복용시간은 가능하면 매일 같은 시간에 복용하는 것이 바람직합니다.","과민증 환자, 종양(예: 유방암, 자궁내막암, 뇌하수체 종양), 혈전성동맥정맥염, 혈전색전증, 뇌혈관 또는 관상동맥질환, 진단하지 않은 비정상적인 생식기 출혈, 중증고혈압, 중증간장애, 두빈-존슨증후군, 로터증후군, 황달, 담즙울체(쓸개즙정체), 간염, 겸상적혈구빈혈, 중증당뇨병, 고지혈증, 고지단백혈증, 포르피린증, 대사장애, 임신 중 지속적인 가려움, 임신포진, 유천포창, 이경화증, 임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부, 유루증, 고프로락틴혈증, 시야불능부위, 성형섬광(星型閃光) 등의 전조를 수반하는 편두통, 췌장염, 전조와 같은 국소성 신경학적 증상을 수반하는 두통, C형간염, 선천성 또는 후천성 과응고병증, 35세 이상 흡연자, 갈락토오스 불내성, Lapp 유당분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적인 문제가 있는 환자는 이 약을 복용하지 마십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"	디카맥스디정","	탄산칼슘 95%과립,농축콜레칼시페롤 과립"," 임신·수유기, 발육기, 노년기의 비타민 D의 보급과 뼈, 이의 발육불량, 구루병의 예방에 사용","만 8세 이상 및 성인은 1회 1정, 1일 1회 복용","이 약에 과민증 환자, 고칼슘혈증, 유육종증, 신장질환, 만 12개월 미만의 젖먹이, 신장결석, 심한 증상의 신부전 환자는 이 약을 복용하지 마십시오.

이 약을 복용하기 전에 햇빛을 많이 보고 정상적인 식사를 하는 어린이, 임부 및 임신하고 있을 가능성이 있는 여성, 수유부, 미숙아, 유아, 심장 및 순환기계기능 장애, 신장장애, 저단백혈증, 신장결석 경험자는 의사 또는 약사와 상의하십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디카테오정,"농축콜레칼시페롤 과립,시트르산칼슘"," 임신·수유기, 발육기, 노년기의 비타민 D의 보급과 뼈, 이의 발육불량, 구루병의 예방과 칼슘 결핍 및 기타 칼슘의 보급에 사용","성인은 1회 1정, 1일 1회 복용","과민증 환자, 만 12개월 미만의 젖먹이, 고칼슘혈증(혈액중에 칼슘이 과잉으로 존재하는 상태), 유육종증(원인을 알 수 없는 전신 염증질환), 신장질환, 신장결석, 심한 증상의 신부전 환자는 이 약을 복용하지 마십시오.

이 약을 복용하기 전에 만 1세 미만의 젖먹이, 햇빛을 많이 보고 정상적인 식사를 하는 어린이, 임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부, 미숙아, 유아, 심장ㆍ순환기계기능 장애, 저단백혈증 환자는 의사 또는 약사와 상의하십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디펜코정,"클로르페니라민말레산염,아세트아미노펜,슈도에페드린염산염","감기의 여러 증상(콧물, 코막힘, 재채기, 인후통, 오한, 발열, 두통, 관절통, 근육통)의 완화에 사용","성인은 1회 1~2정씩 4∼6시간마다 복용합니다.

1일 최대 8정을 초과하여 복용하지 마십시오.","과민증 및 경험자, 다른 해열진통제, 감기약 복용 시 천식 경험자, 만 3개월 미만의 영아, MAO억제제(항우울제, 항정신병제, 감정조절제, 항파킨슨제 등)를 복용하고 있거나 복용을 중단한 후 2주 이내의 사람, 소화성궤양, 심한 혈액이상, 심한 간장애, 심한 신장장애, 심한 심장기능저하 환자, 알코올을 복용한 사람은 이 약을 복용하지 마십시오",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
디펜콜에이캡슐,"클로르페니라민말레산염,페닐레프린염산염,벨라돈나총알카로이드","코감기(급성비염, 알레르기성 비염(코염) 또는 부비동염에 의한 코막힘, 콧물, 재채기, 눈물, 인후통(목구멍 통증), 머리무거움의 완화에 사용",성인은 4시간 이상의 간격으로 1회 1캡슐씩 1일 3회 식후 복용,"과민증 환자, 만 3개월 미만의 영아, MAO 억제제(항우울제, 항정신병제, 감정조절제, 항파킨슨제 등)를 복용하고 있거나 복용을 중단한 후 2주 이내의 사람은 이 약을 복용하지 마십시오.

이 약을 복용하기 전에 만 2세 미만의 영아 및 유아, 고령자, 알레르기 체질, 고혈압, 심장질환, 녹내장(눈의 통증, 눈이 침침함), 배뇨곤란, 갑상선질환, 당뇨병, 몸이 약한 사람, 고열, 흡연, 천식, 만성 기관지염, 폐기종, 과도한 가래가 동반되는 기침, 1주 이상 지속 또는 재발되는 기침, 만성 기침, 발열, 발진이나 지속적인 두통이 동반되는 기침 환자는 의사 또는 약사와 상의하십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
라니린에스정,"	에페드린염산염,카페인무수물,아세트아미노펜","감기의 여러 증상(인후통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화에 사용","성인은 1회 2정씩, 1일 3회 식후 30분에 복용","과민증 환자 및 경험자, 다른 해열진통제, 감기약 복용 시 천식 경험자, 만 3개월 미만의 영아, MAO억제제(항우울제, 항정신병제, 감정조절제, 항파킨슨제 등)를 복용하고 있거나 복용을 중단한 후 2주 이내의 사람, 갈락토오스 불내성, Lapp 유당분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적인 문제가 있는 환자는 이 약을 복용하지 마십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
라니몬정,"	라니티딘염산염,산화마그네슘,규산알루민산마그네슘,수산화알루민산마그네슘","위통, 속쓰림, 체함, 구역에 사용","성인 (15세 이상~80세 미만)은 1회 2정씩 복용하되 복용 후 5시간 이상 지나도 증상이 완화되지 않으면 다시 2정을 복용. 단, 1일 2회(4정)을 넘지 않도록 하십시오.","혈액질환, 신장ㆍ간장질환, 위ㆍ십이지장질환, 천식ㆍ류마티스 등의 면역계질환, 스테로이드제, 항생물질, 항암제, 아졸계 항진균제를 투여 받고 있는 환자, 적혈구감소증, 혈소판감소증, 백혈구감소증 등의 혈액이상, 히스타민 H2-수용체 길항제에 과민증 환자, 소아(15세 미만), 고령자(80세 이상), 임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부, 투석요법을 받고 있는 환자는 이 약을 복용하지 마십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
라니아정,"레보노르게스트렐,에티닐에스트라디올","피임, 이 약을 복용할수 있는 여성의 중등도의 여드름 치료에 사용","1일 1정씩 21일간 표시된 순서에 따라 복용하고, 7일간 휴약합니다.

복용시간은 가능하면 매일 같은 시간에 복용하는 것이 바람직합니다.","과민증 환자, 종양(예: 유방암, 자궁내막암, 뇌하수체 종양), 혈전성동맥정맥염, 혈전색전증, 뇌혈관 또는 관상동맥질환, 진단하지 않은 비정상적인 생식기 출혈, 중증고혈압, 중증간장애, 두빈-존슨증후군, 로터증후군, 황달, 담즙울체(쓸개즙정체), 간염, 겸상적혈구빈혈, 중증당뇨병, 고지혈증, 고지단백혈증, 포르피린증, 대사장애, 임신 중 지속적인 가려움, 임신포진, 유천포창, 이경화증, 임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부, 뇌하수체 종양, 유루증, 고프로락틴혈증, 시야불능부위, 성형섬광 등의 전조를 수반하는 편두통, 폐고혈압증 또는 심방세동을 합병한 심장판막증, 췌장염, 아급성 세균성 심내막염의 병력이 있는 심장판막증, 혈관병변을 수반한 당뇨병, 전조와 같은 국소성 신경학적 증상을 수반하는 두통, C형 간염 직접 작용 항바이러스제를 복용중인 환자, 선천성 또는 후천성 과응고병증, 35세 이상 흡연자 및 갈락토오스 불내성, Lapp 유당분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적인 문제가 있는 환자는 이 약을 복용하지 마십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"	라니탄정","라니티딘염산염,산화마그네슘,규산알루민산마그네슘,수산화알루민산마그네슘"," 위통, 속쓰림, 체함, 구역에 사용","성인 (15세 이상~80세 미만)은 1회 2정씩 복용하되 복용 후 5시간 이상 지나도 증상이 완화되지 않으면 다시 2정을 복용

단, 1일 2회(4정)을 넘지 않도록 하십시오.","혈액질환, 신장ㆍ간장질환, 위ㆍ십이지장질환, 천식ㆍ류마티스 등의 면역계질환, 스테로이드제, 항생물질, 항암제, 아졸계 항진균제를 투여 받고 있는 환자, 적혈구감소증, 혈소판감소증, 백혈구감소증 등의 혈액이상, 히스타민 H2-수용체 길항제에 과민증 환자, 소아(15세 미만), 고령자(80세 이상), 임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부, 투석요법을 받고 있는 환자는 이 약을 복용하지 마십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
라니티스정,"라니티딘염산염,산화마그네슘,규산알루민산마그네슘,수산화알루민산마그네슘","위통, 속쓰림, 체함, 구역에 사용","성인 (15세 이상~80세 미만)은 1회 2정씩 복용하되 복용 후 5시간 이상 지나도 증상이 완화되지 않으면 다시 2정을 복용.

단, 1일 2회(4정)을 넘지 않도록 하십시오.","혈액질환, 신장ㆍ간장질환, 위ㆍ십이지장질환, 천식ㆍ류마티스 등의 면역계질환, 스테로이드제, 항생물질, 항암제, 아졸계 항진균제를 투여 받고 있는 환자, 적혈구감소증, 혈소판감소증, 백혈구감소증 등의 혈액이상, 히스타민 H2-수용체 길항제에 과민증 환자, 소아(15세 미만), 고령자(80세 이상), 임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부, 투석요법을 받고 있는 환자는 이 약을 복용하지 마십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"	라미신정","라니티딘염산염,산화마그네슘,규산알루민산마그네슘,수산화알루민산마그네슘"," 위통, 속쓰림, 체함, 구역에 사용","성인 (15세 이상~80세 미만)은 1회 2정씩 복용하되 복용 후 5시간 이상 지나도 증상이 완화되지 않으면 다시 2정을 복용.

단, 1일 2회(4정)을 넘지 않도록 하십시오.","혈액질환, 신장ㆍ간장질환, 위ㆍ십이지장질환, 천식ㆍ류마티스 등의 면역계질환, 스테로이드제, 항생물질, 항암제, 아졸계 항진균제를 투여 받고 있는 환자, 적혈구감소증, 혈소판감소증, 백혈구감소증 등의 혈액이상, 히스타민 H2-수용체 길항제에 과민증 환자, 소아(15세 미만), 고령자(80세 이상), 임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부, 투석요법을 받고 있는 환자는 이 약을 복용하지 마십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
라티딘정,"라니티딘염산염,산화마그네슘,규산알루민산마그네슘,수산화알루민산마그네슘","위통, 속쓰림, 체함, 구역에 사용","성인 (15세 이상~80세 미만)은 1회 2정씩 복용하되 복용 후 5시간 이상 지나도 증상이 완화되지 않으면 다시 2정을 복용
단, 1일 2회(4정)을 넘지 않도록 하십시오.","혈액질환, 신장ㆍ간장질환, 위ㆍ십이지장질환, 천식ㆍ류마티스 등의 면역계질환, 스테로이드제, 항생물질, 항암제, 아졸계 항진균제를 투여 받고 있는 환자, 적혈구감소증, 혈소판감소증, 백혈구감소증 등의 혈액이상, 히스타민 H2-수용체 길항제에 과민증 환자, 소아(15세 미만), 고령자(80세 이상), 임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부, 투석요법을 받고 있는 환자는 이 약을 복용하지 마십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"	란플러스정","라니티딘염산염,산화마그네슘,규산알루민산마그네슘,수산화알루민산마그네슘","위통, 속쓰림, 체함, 구역에 사용","성인 (15세 이상~80세 미만)은 1회 2정씩 복용하되 복용 후 5시간 이상 지나도 증상이 완화되지 않으면 다시 2정을 복용
단, 1일 2회(4정)을 넘지 않도록 하십시오.","혈액질환, 신장ㆍ간장질환, 위ㆍ십이지장질환, 천식ㆍ류마티스 등의 면역계질환, 스테로이드제, 항생물질, 항암제, 아졸계 항진균제를 투여 받고 있는 환자, 적혈구감소증, 혈소판감소증, 백혈구감소증 등의 혈액이상, 히스타민 H2-수용체 길항제에 과민증 환자, 소아(15세 미만), 고령자(80세 이상), 임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부, 투석요법을 받고 있는 환자는 이 약을 복용하지 마십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마미센스정,"	폴리말토오스수산화제이철착염,폴산,시아노코발라민1000배산,피리독신염산염,판토텐산칼슘","철 결핍성 빈혈의 예방 및 치료와 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력저하 시 비타민 B6의 보급에 사용","만 8세 이상 어린이 및 성인은 1일 1회, 1회 1정을 복용","이 약에 과민증 환자, 만 12개월 미만의 영아, 혈색소증(철 대사 이상으로 철이 간장, 췌장에 침착하는 질환), 헤모시데린 침착증, 비철결핍성 빈혈, 폴산이 부족한 환자는 이 약을 복용하지 마십시오.

이 약을 복용하기 전에 만 1세 미만의 젖먹이, 소화성궤양, 만성궤양성대장염, 국한성대장염 등의 위장질환 환자, 심장ㆍ순환기계기능장애, 신장장애, 저단백혈증 환자는 의사 또는 약사와 상의하십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
맥스케어베타정,"니코틴산아미드,폴산,피리독신염산염,레티놀팔미테이트유,콜린타르타르산염,콜레칼시페롤과립,티아민질산염,판토텐산칼슘,시아노코발라민,리보플라빈,제피아스코르브산,토코페롤아세테이트","육체피로, 임신ㆍ수유기, 병중ㆍ병후의 체력 저하 시, 발육기, 노년기의 비타민 A, D, E, B1, B2, B6, C의 보급과 눈의 건조감의 완화, 야맹증(밤에 잘 못 보는 증상), 뼈, 이의 발육불량, 구루병의 예방, 신경통, 근육통, 관절통(요통(허리), 어깨결림 등) 증상의 완화, 각기, 눈의 피로, 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염 증상의 완화에 사용","만 8세 이상 어린이 및 성인 1회 1정씩, 1일 1회 복용","이 약에 과민증 환자, 고칼슘혈증(혈액중에 칼슘이 과잉으로 존재하는 상태)환자, 유육종증(원인을 알 수 없는 전신 염증질환), 신장질환, 만 3개월 미만의 젖먹이, 신장결석, 갈락토오스 불내성, Lapp 유당분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적인 문제가 있는 환자는 이 약을 복용하지 마십시오.

이 약을 복용하기 전에 햇빛을 많이 보고 정상적인 식사를 하는 어린이, 고옥살산뇨증(뇨중에 과량의 수산염이 배설되는 상태), 임부 또는 임신하고 있을 가능성이 있는 여성, 수유부, 미숙아, 유아, 통풍 또는 신장결석 경험자, 폴산이 부족한 환자, 혈전성 소인이 있는 환자는 의사 또는 약사와 상의하십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
맥스케어알파정,"	니코틴산아미드,폴산,피리독신염산염,콜린타르타르산염,티아민질산염,판토텐산칼슘,시아노코발라민,리보플라빈,d-비오틴,이노시톨,γ-오리자놀,제피아스코르브산","육체피로, 임신ㆍ수유기, 병중ㆍ병후의 체력 저하 시 비타민 B1, B2, B6, C의 보급과 신경통, 근육통, 관절통(요(허리)통, 어깨결림 등) 증상의 완화, 각기, 눈의 피로, 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염 증상의 완화에 사용","만 8세 이상 어린이 및 성인은 1회 1정씩, 1일 1회 복용"," 과민증 환자, 만 3개월 이하의 어린이는 이 약을 복용하지 마십시오.

이 약을 복용하기 전에 만 1세 미만의 젖먹이, 고옥살산뇨증(요중에 과량의 수산염이 배설되는 상태), 임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부, 통풍, 신장결석, 황색 5호에 과민증 환자, 폴산이 부족한 환자는 의사 또는 약사와 상의하십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마이보라정,"에티닐에스트라디올,게스토덴",피임에 사용,"1일 1정씩 21일간 표시된 순서에 따라 복용하고, 7일간 휴약합니다.

복용시간은 가능하면 매일 같은 시간에 복용하는 것이 바람직합니다.","과민증 환자, 종양(예: 유방암, 자궁내막암, 뇌하수체 종양), 혈전성동맥정맥염, 혈전색전증, 뇌혈관 또는 관상동맥질환, 진단하지 않은 비정상적인 생식기 출혈, 중증고혈압, 중증간장애, 두빈-존슨증후군, 로터증후군, 황달, 담즙울체(쓸개즙정체), 간염, 겸상적혈구빈혈, 중증당뇨병, 고지혈증, 고지단백혈증, 포르피린증, 대사장애, 임신 중 지속적인 가려움, 임신포진, 유천포창, 이경화증, 임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부, 유루증, 고프로락틴혈증, 시야불능부위, 성형섬광(星型閃光) 등의 전조를 수반하는 편두통, 췌장염, 전조와 같은 국소성 신경학적 증상을 수반하는 두통, C형간염, 선천성 또는 후천성 과응고병증, 35세 이상 흡연자, 갈락토오스 불내성, Lapp 유당분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적인 문제가 있는 환자는 이 약을 복용하지 마십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
